Project,Event,Year,PCG,Collection,Station_Type,Date,Start_Time_GMT,Samp_Dur,Start_Latitude,Start_Longitude,Start_Depth,LastOfTemp,No Readable Frames,Turbidity,Biotic_Density,Biotic_Type,Biotic_Height,Substrate,Size,Relief,Current_Direction,Current_Magnitude,MeanCount,SumCount,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
T60,2012-1052,2012,T60123331324,123331,Random,7/10/2012,12:04,94,30.58154106,-80.15904999,49,19.48263359,41,0,20,Unknown,High,2.5,Continuous,Moderate,Sideways,Weak,0.829268293,34,1,1,1,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
T60,2014-1025,2014,T60143158324,143158,Random,5/6/2014,21:27,86,29.75213051,-80.45339203,34,20.24176923,41,0,5.5,Other,High,10.5,Continuous,Moderate,Towards,Weak,0.829268293,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2013-1182,2013,T60134421324,134421,Random,9/24/2013,15:33,86,30.48791885,-81.22077942,20,28.1388,41,1,30,Other,High,45,Continuous,High,Sideways,Weak,0.853658537,35,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
P05,2014-290,2014,P05140540324,140540,Random,9/16/2014,14:15,101,32.86000061,-78.25350189,48,26.94799995,41,0,42.5,Algae,High,22.5,Continuous,Moderate,Sideways,Weak,0.902439024,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,3,3,3,3,3,3
P05,2011-49,2011,P05110181324,110181,Random,5/25/2011,11:39,95,32.25125122,-79.18005371,49,19.41349983,41,0,25.5,Other,Low,40,Continuous,Moderate,Unknown,Weak,0.926829268,38,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,1,1,1,2,2,1,0,1,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,1,1
T60,2014-1027,2014,T60143173324,143173,Random,5/7/2014,15:02,94,30.07061386,-80.27772522,53,19.804425,41,0,25,Other,High,40,Continuous,High,Sideways,Weak,0.926829268,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
T60,2013-1094,2013,T60133599324,133599,Random2014,7/20/2013,17:27,106,32.04961395,-79.90400696,30,23.0564375,41,0,42.5,Other,High,41,Continuous,Moderate,Sideways,Weak,0.926829268,38,0,0,0,0,0,1,11,1,2,2,2,2,2,0,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
T60,2011-1073,2011,T60113460324,113460,Random,8/20/2011,12:06,95,31.24635124,-79.88065338,50,22.07189941,41,0,77.5,Other,Low,1.5,Coarse,Low,Towards,Weak,0.926829268,38,3,3,1,1,2,1,1,1,0,1,2,1,2,4,3,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2011-97,2011,P05110458324,110458,Random,8/11/2011,21:29,93,32.48194885,-78.82942963,50,20.42480087,41,0,80,Other,High,75,Continuous,Moderate,Away,Weak,0.951219512,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0
T60,2013-1137,2013,T60133888324,133888,Random2014,8/18/2013,15:49,92,27.74380112,-80.12814331,27,22.72812286,41,1,35,Algae,Low,35,Coarse,Low,Sideways,Weak,0.951219512,39,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2012-1059,2012,T60123381324,123381,Random,7/12/2012,15:50,99,29.54239082,-80.38596344,42,19.38345003,41,1,27.5,Algae,Low,20,Continuous,High,Sideways,Strong,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T59,2011-135,2011,T59117046324,117046,Recon,5/24/2011,14:00,93,32.00650024,-79.67041779,40,20.21120071,41,1,70,Algae,Low,6,Continuous,Low,Sideways,Weak,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P05,2011-52,2011,P05110196324,110196,Random,5/25/2011,20:36,99,32.35198212,-79.04627991,49,18.83909988,41,0,67.5,Other,High,70,Continuous,Moderate,Unknown,Weak,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2011-1038,2011,T60113260324,113260,Random,7/19/2011,19:37,90,29.76087189,-80.45246887,36,21.62966665,41,1,50,Algae,Low,55,Coarse,Moderate,Sideways,Weak,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P05,2014-246,2014,P05140231324,140231,Random,6/23/2014,12:53,92,33.73997879,-77.28572083,29,20.76300049,41,0,77.5,Algae,High,80,Continuous,Moderate,Sideways,Weak,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2013-1041,2013,T60133236324,133236,Random,5/30/2013,11:50,106,31.26361847,-80.42451477,36,22.68063333,41,0,25,Other,High,30,Continuous,Moderate,Sideways,Weak,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2012-1099,2012,T60128139324,128139,Random2013,8/4/2012,14:42,92,34.98646164,-75.46264648,53,19.64567778,41,0,6,Other,Low,7.5,Continuous,Moderate,Sideways,Weak,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2012-1102,2012,T60128159324,128159,Random2013,8/5/2012,15:02,92,34.8600235,-75.51998901,60,20.14303335,41,0,20,Other,High,90,Continuous,Moderate,Sideways,Weak,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2014-1016,2014,T60143103324,143103,Random,5/4/2014,17:48,110,30.42738533,-80.21006775,56,20.93086842,41,0,17.5,Other,High,32.5,Continuous,High,Towards,Weak,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2014-1066,2014,T60143404324,143404,Random,6/14/2014,11:50,83,27.84752083,-80.15242767,28,20.64659167,41,1,40,Other,High,40,Continuous,High,Towards,Weak,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2014-1175,2014,T60144120324,144120,Random,9/9/2014,18:00,80,31.29229927,-79.86306763,52,27.06313333,41,0,17.5,Other,High,20,Continuous,Low,Towards,Weak,1,41,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,2,2,2,1,1,1,1
P05,2012-36,2012,P05120240324,120240,Random,7/10/2012,11:36,97,33.4280014,-77.03333282,76,19.18650055,41,0,25,Other,High,15,Continuous,Moderate,Away,Weak,1,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2014-1026,2014,T60143166324,143166,Random,5/7/2014,12:04,107,30.04062271,-80.27919006,53,20.42815714,41,0,37.5,Other,High,80,Continuous,High,Sideways,Weak,1.024390244,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
P05,2014-272,2014,P05140410324,140410,Random,8/21/2014,12:21,94,34.45954895,-75.91635895,67,20.28300095,41,0,5,Other,Low,5,Coarse,Low,Away,Weak,1.073170732,44,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
T60,2011-1071,2011,T60113451324,113451,Random,8/19/2011,15:41,98,30.58548737,-80.15546417,54,19.44903578,41,0,42.5,Other,High,37.5,Continuous,Moderate,Towards,Weak,1.097560976,45,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P05,2012-32,2012,P05120212324,120212,Random,6/21/2012,13:29,101,32.86000061,-78.25005341,48,24.38199997,41,0,30,Algae,High,0,N/A,Low,Sideways,Weak,1.146341463,47,2,1,1,2,2,2,3,3,3,3,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
T60,2013-1172,2013,T60134358324,134358,Random2014,9/21/2013,13:08,94,31.46409416,-79.79424286,60,21.17974141,41,0,15,Other,Low,5.5,Continuous,Low,Sideways,Weak,1.146341463,47,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P05,2011-47,2011,P05110162324,110162,Random,5/24/2011,17:47,92,32.0500679,-79.42033386,52,19.62479973,41,0,85,Other,Low,55,Continuous,Moderate,Sideways,Weak,1.195121951,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2
P05,2014-260,2014,P05140328324,140328,Random,7/24/2014,17:48,90,32.48461914,-78.8928833,50,21.17399979,41,0,20,Other,Low,27.5,Continuous,Moderate,Away,Weak,1.219512195,50,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T60,2013-1025,2013,T60133140324,133140,Random,5/25/2013,11:33,92,30.52294731,-80.46079254,38,23.17558,41,0,22.5,Algae,High,37.5,Continuous,Moderate,Sideways,Weak,1.219512195,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,0,2,2,2,2,2,1
T60,2013-1094,2013,T60133597324,133597,Random2014,7/20/2013,17:17,85,32.04618073,-79.89356995,31,23.0564375,41,0,45,Algae,High,47.5,Continuous,High,Sideways,Weak,1.268292683,52,1,1,2,2,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,2,2,2,2,2,1,1,1,1,0,2,2,1,1,1,2,3,3,3,2,2
T60,2014-1071,2014,T60143435324,143435,Random,6/16/2014,11:47,89,31.14662361,-79.91178131,54,26.2701,41,0,20,Other,High,27.5,Continuous,High,Sideways,Weak,1.292682927,53,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,3,5,4,3,3,0,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,3,3,1
P05,2014-280,2014,P05140467324,140467,Random,8/22/2014,21:07,97,34.8682785,-75.52021027,57,22,41,0,30,Other,High,55,Continuous,Low,Sideways,Weak,1.341463415,55,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2011-1055,2011,T60113355324,113355,NonRandom,7/26/2011,12:37,100,30.51670074,-80.4756012,38,22.28933271,41,0,17.5,Other,Low,40,Continuous,High,Away,Weak,1.365853659,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1
T60,2011-1107,2011,T60113650324,113650,NonRandom,9/22/2011,18:09,94,31.22997093,-79.8870163,50,27.38670063,41,0,12.5,Other,High,15,Coarse,Low,Away,Weak,1.365853659,56,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
T60,2013-1173,2013,T60134365324,134365,Random2014,9/21/2013,16:11,95,31.48499107,-79.78520203,56,21.379875,41,0,22.5,Algae,High,27.5,Coarse,Low,Away,Weak,1.365853659,56,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2
T60,2013-1129,2013,T60133833324,133833,NonRandom,8/15/2013,21:06,85,30.50588989,-80.2591095,46,22.064312,41,0,5,Other,Low,10.5,Continuous,Moderate,Sideways,Weak,1.414634146,58,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,4,2,1,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2
T60,2014-1020,2014,T60143127324,143127,NonRandom,5/5/2014,17:19,95,29.53483963,-80.42178345,39,20.1588875,41,0,22.5,Other,High,22.5,Continuous,Moderate,Away,Weak,1.463414634,60,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,3,3,3,3,2,2,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,2,2,1,2,3
T60,2013-1186,2013,T60134447324,134447,Random2014,9/25/2013,19:41,101,30.31803703,-80.35837555,42,26.6649,41,0,17.5,Other,High,10,Continuous,Moderate,Away,Weak,1.512195122,62,0,0,0,0,1,1,3,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,1,1,1,1,1
P05,2014-302,2014,P05140617324,140617,Random,10/8/2014,11:49,90,32.49250031,-78.81517029,52,23.22900009,41,0,30,Other,High,32.5,Continuous,Moderate,Sideways,Weak,1.536585366,63,1,1,1,1,1,2,2,2,2,2,2,3,3,2,1,1,1,1,2,3,1,1,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1
P05,2013-14,2013,P05130095324,130095,Random,5/21/2013,14:46,96,32.76673126,-78.42305756,,20.35379982,41,0,45,Other,High,55,Continuous,High,Towards,Weak,1.585365854,65,2,2,2,2,2,2,2,2,0,0,2,2,2,3,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2
T60,2013-1019,2013,T60133102324,133102,Random,5/9/2013,14:39,88,31.22680283,-79.88754272,51,22.15189109,41,0,11,Other,Low,15,Continuous,Moderate,Sideways,Weak,1.609756098,66,1,1,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,2,1,1,2,2,2,2,2,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2
P05,2014-260,2014,P05140327324,140327,Random,7/24/2014,17:42,92,32.48817062,-78.88899994,45,21.17399979,41,0,20,Other,High,25,Continuous,Moderate,Towards,Weak,1.707317073,70,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
T60,2013-1124,2013,T60133801324,133801,Random,8/14/2013,12:33,100,31.28793907,-79.86475372,51,19.45013438,41,0,15,Unknown,High,12.5,Continuous,Moderate,Sideways,Weak,1.804878049,74,1,1,1,0,0,0,0,0,2,2,2,4,4,4,4,4,2,1,2,2,3,3,3,2,1,3,3,2,1,1,0,0,3,2,0,1,0,2,3,3,2
P05,2014-222,2014,P05140062324,140062,Random,5/7/2014,12:27,93,32.74649811,-78.47457886,49,20.15999985,41,1,32.5,Other,High,47.5,Continuous,High,Away,Weak,1.829268293,75,2,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,3,3,3,3,4
T60,2013-1124,2013,T60133799324,133799,Random,8/14/2013,12:25,89,31.29599953,-79.86161041,53,19.45013438,41,0,6,Unknown,Low,1,Continuous,Low,Towards,Weak,1.829268293,75,0,0,0,1,1,1,1,1,1,2,4,3,2,1,3,3,3,4,3,3,2,2,3,3,3,3,2,2,2,1,0,1,3,2,1,1,2,3,1,1,0
P05,2011-52,2011,P05110199324,110199,Random,5/25/2011,20:55,99,32.34289932,-79.04683685,49,18.83909988,41,0,65,Other,High,15,Coarse,Low,Sideways,Weak,2,82,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
P05,2014-222,2014,P05140064324,140064,Random,5/7/2014,12:34,98,32.7416687,-78.48845673,44,20.15999985,41,1,22.5,Other,High,42.5,Continuous,High,Towards,Weak,2.073170732,85,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,3,3,3,4,5,4,4,4,4,4,4
P05,2014-222,2014,P05140065324,140065,Random,5/7/2014,12:37,10,32.73892975,-78.49207306,49,20.15999985,41,1,45,Other,High,72.5,Continuous,High,Away,Weak,2.12195122,87,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,1,2,0,1,2,2,2,3,3,2,2,4,4,3,4,4,3,3,3,3,2,2,2,2,2,3
T60,2014-1183,2014,T60144168324,144168,Random,9/11/2014,20:43,87,30.31801033,-80.3581543,41,27.8291,41,0,20,Other,High,22.5,Continuous,Moderate,Sideways,Weak,2.12195122,87,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2
T59,2014-173,2014,T59147162324,147162,Recon,9/13/2014,17:21,87,33.69916916,-77.03132629,37,27.36800003,41,0,32.5,Algae,High,10,Coarse,Low,Sideways,Weak,2.170731707,89,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,4,4,3,3,3,3,3,3,3,3
T60,2013-1019,2013,T60133106324,133106,Random,5/9/2013,15:00,99,31.25058365,-79.87993622,51,22.15189109,41,0,20,Other,High,55,Continuous,Moderate,Sideways,Weak,2.195121951,90,1,2,0,0,0,0,0,3,3,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1
T60,2013-1177,2013,T60134390324,134390,Random,9/22/2013,19:19,85,31.2647171,-80.52391815,33,27.64238043,41,0,15,Other,High,1.5,Coarse,Low,Sideways,Weak,2.390243902,98,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,2,2
T60,2013-1179,2013,T60134403324,134403,Random,9/23/2013,16:51,87,30.43425941,-80.48820496,37,27.4177,41,0,45,Algae,High,12.5,Continuous,Moderate,Towards,Weak,2.658536585,109,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,4,4,3,4,4,4,4,3,3,4,3,3,3,3,2,2,2,2,3,2,2
P05,2013-104,2013,P05130691324,130691,Random,10/4/2013,13:42,109,33.28565979,-77.81983185,29,26.91760063,41,0,20,Other,High,22.5,Continuous,Moderate,Towards,Weak,2.756097561,113,2,2,1,1,3,3,4,4,4,2,4,4,4,4,4,4,2,2,2,2,2,0,2,2,3,3,2,3,3,3,3,3,3,4,5,3,3,3,2,2,1
P05,2013-5,2013,P05130033324,130033,Random,5/14/2013,11:22,101,32.03741074,-79.43366241,49,22.32309914,41,0,22.5,Other,High,52.5,Continuous,High,Away,Weak,2.975609756,122,4,4,4,4,4,4,4,4,4,3,1,1,1,2,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,2,2,2,2,2,1,1,2
P05,2013-105,2013,P05130698324,130698,Recon,10/4/2013,16:30,96,33.2676506,-77.82510376,30,26.86459923,41,0,15,Other,High,17.5,Continuous,Moderate,Sideways,Weak,3.195121951,131,3,4,5,5,5,6,5,4,3,2,2,2,2,2,3,3,2,0,1,1,2,0,0,0,2,3,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5
P05,2013-56,2013,P05130368324,130368,Random,7/31/2013,13:41,104,32.27798843,-79.15982819,49,19.31509972,41,0,67.5,Other,High,87.5,Continuous,High,Away,Weak,3.317073171,136,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3
T60,2012-1150,2012,T60123585324,123585,Random2013,8/30/2012,15:18,95,30.49020767,-80.5263443,37,24.64374924,41,1,15,Algae,High,30,Continuous,High,Sideways,Weak,4.292682927,176,5,5,4,4,4,5,5,5,4,4,6,6,5,6,6,6,5,5,5,4,4,3,3,3,4,4,5,4,2,2,2,3,3,3,3,4,5,5,5,5,5
T60,2014-1041,2014,T60143257324,143257,Random,5/31/2014,17:43,94,29.21630859,-80.39450073,30,23.76898,41,0,25,Other,High,20,Continuous,Moderate,Sideways,Weak,4.317073171,177,3,4,2,5,2,6,3,4,4,6,5,5,4,5,3,3,6,7,5,4,4,4,4,6,6,5,4,5,4,5,6,5,5,5,5,4,4,3,2,3,2
T60,2013-1173,2013,T60134367324,134367,Random2014,9/21/2013,16:19,105,31.48002815,-79.78394318,57,21.379875,41,0,17.5,Other,High,12.5,Continuous,Low,Sideways,Weak,5.853658537,240,4,5,5,5,4,4,5,4,6,6,6,6,6,5,7,5,6,6,6,6,5,5,5,5,8,8,8,8,8,7,7,7,7,6,5,5,6,5,6,7,5
T60,2013-1187,2013,T60134450324,134450,Random2014,9/26/2013,11:57,84,30.02159309,-80.53157806,38,26.67473636,41,0,27.5,Algae,Low,30,Continuous,High,Sideways,Weak,8.804878049,361,9,9,8,8,8,7,8,8,9,8,10,9,9,7,7,8,7,8,9,10,9,9,10,10,9,9,9,9,10,10,10,10,9,9,9,9,9,9,9,9,9
T60,2012-1123,2012,T60128304324,128304,Random2013,8/17/2012,17:13,1633,34.92211151,-75.50359344,56,20.87999916,41,0,12.5,Algae,Low,25,Continuous,High,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2013-37,2013,P05130247324,130247,Random,6/24/2013,16:15,95,32.84458923,-78.26007843,50,20.04360008,41,1,37.5,Other,High,27.5,Continuous,High,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1122,2012,T60128299324,128299,Random2013,8/17/2012,14:42,102,34.92383957,-75.52863312,53,19.55520058,41,0,15,Algae,Low,15,Continuous,High,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1022,2012,T60123144324,123144,Random,4/30/2012,14:34,107,31.25064659,-79.88033295,48,19.38876661,41,1,45,Other,High,75,Continuous,High,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1053,2012,T60123336324,123336,Random,7/10/2012,15:12,93,30.64648247,-80.20912933,43,20.48900032,41,0,15,Other,High,3,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1028,2013,T60133161324,133161,Random,5/26/2013,11:50,97,29.18123055,-80.51993561,26,21.99741029,41,1,30,Other,Low,3,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-234,2014,P05140150324,140150,Random,6/17/2014,17:12,102,34.13364029,-76.82237244,32,23.90600014,41,0,7.5,Other,High,3.5,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1059,2012,T60123380324,123380,NonRandom,7/12/2012,15:45,96,29.54467583,-80.38587952,42,19.38345003,41,1,40,Algae,High,3.5,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1148,2013,T60134211324,134211,Random,8/29/2013,16:13,86,31.4891758,-79.7298584,69,22.502,41,0,3,Unknown,Low,3.5,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1148,2013,T60134215324,134215,Random,8/29/2013,16:47,99,31.47816277,-79.7538147,68,22.502,41,0,10,Unknown,Low,4,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1085,2013,T60133537324,133537,Random2014,6/26/2013,12:14,124,28.29746437,-80.14641571,42,17.75762297,41,2,30,Algae,Low,5,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1149,2013,T60134219324,134219,Random,8/29/2013,19:45,93,31.54427338,-79.71240234,72,21.94030357,41,0,12.5,Unknown,Low,6,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-250,2014,P05140261324,140261,Random,7/10/2014,16:19,93,32.2771492,-79.72371674,25,26.70100021,41,1,20,Other,High,7.5,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1059,2012,T60123382324,123382,NonRandom,7/12/2012,15:54,106,29.53943062,-80.38600159,41,19.38345003,41,1,45,Other,Low,7.5,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1062,2012,T60123406324,123406,Random,7/13/2012,17:29,89,29.30534935,-80.38993835,30,20.98736,41,0,35,Other,Low,7.5,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P05,2014-251,2014,P05140264324,140264,Random,7/10/2014,18:28,94,32.25532913,-79.71566772,27,26.28300095,41,1,17.5,Other,High,12.5,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1148,2013,T60134216324,134216,Random,8/29/2013,16:53,103,31.47672653,-79.75977325,67,22.502,41,0,35,Algae,High,12.5,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2013-1151,2013,T60134237324,134237,Random,8/30/2013,16:16,114,31.60626984,-79.68215942,67,22.93798667,41,0,12.5,Other,High,5.5,Continuous,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T60,2012-1048,2012,T60123303324,123303,NonRandom,7/8/2012,20:22,105,31.06425858,-80.03709412,49,26.58754921,41,1,0.5,Unknown,Low,0.5,Coarse,Low,Away,Strong,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
